date	importe	actividad	centro	quien
28/12/16	20570	C.M.CAMPAÑA SENSIBILIZACION DERECHOS PARA TODOS	S. SOCIALES COMUNITARIOS	ASOC-FEDERAC-ARAGONESA-SOLIDARID
05/08/16	20559.23	Certif. 10 - Hipoclorito sódido junio 2016 - Planta Potabilizadora	CICLO INTEGRAL DEL AGUA	ELECTROQUIMICA DE HERNANI S.A.
08/04/16	20513.89	ELECTRICIDAD OCTUBRE ADMINISTRATIVOS, SOCIALES Y CULTURALES	EQUIPAMIENTOS INSTALACIONES	GAS-NATURAL-COMERCIALIZADORA-SA
17/02/17	20509.5	Contrato Menor Ampliacion Licencia Base de Datos Oracle Factura Electrónica: 008350	SERVICIO DE REDES Y SISTEMAS	HIBERUS SISTEMAS INFORMATICOS,SL
30/12/16	20509.19	SUMINISTRO DE AGLOMERADO ASFALTICO PARA LAS BRIGADAS DE CONSERVACION	SERVICIO DE CONSERVACION DE INFRAESTRUCTURAS	GRASFALTO-SA
10/05/16	20482.15	SERVICIOS DE SOCORRISMO EN CC.DD.MM. DE VERANO - ACTUALIZACIÓN PRECIOS 2013/2014	SERVICIO DE INSTALACIONES DEPORTIVAS	EULEN-SA
30/12/16	20459.96	RO CTL VOLTERETA UNIVERSIDAD SEPTIEMBRE	CMSS UNIVERSIDAD-CASABLANCA	PRIDES- COOPERATIVA
18/01/17	20445.36	Obras adecuación espacio público en Mariana Pineda	SER.INSPECCIÓN URBANÍSTICA	INTEGRARDID S.L.
17/01/17	20405.64	RO SAD DEPENDENCIA IASS OCTUBRE CLECE	S. SOCIALES COMUNITARIOS	CLECE-SA
31/05/16	20385.11	EJECUCION PROYECTO EDUCATIVO CMTL Y LUDOTECA CAPUZON-ABRIL 2016	CMSS TORRERO	TRAZGO-SERVICIOS-SOCIALES-SL
04/05/16	20296.9	ADJ.CTL EL DADO Y LUDT.HORMIGA AZUL MARZO	CMSS SAN JOSÉ	PRIDES- COOPERATIVA
30/12/16	20296.14	CONTRATO MENOR EFICIENCIA ENERGETICA. SUSTITUCION DEL ALUMBRADO EXTERIOR EN BOMBEROS 1.	EQUIPAMIENTOS INSTALACIONES	ENRIQUE-COCA-SA
11/01/17	20289.99	50% CERTIFICACIÓN 36 SUMINISTRO CONTADORES 01/11/16-30/11/16	SERVICIO DE EXPLOTACIÓN DE REDES Y CARTOGRAFIA	AQUARA-SAU
08/03/17	20266.05	SERV. ANIMACIÓN Y GESTIÓN CASA DE JUVENTUD Y PIEE LOTE 7 LA JOTA. NOVIEMBRE 2016	SERVICIO DE JUVENTUD	PRIDES- COOPERATIVA
18/01/17	20260.86	SERVICIOS RELACIONADOS CON LA FACTURA DEL AGUA. Factura Electrónica: 1610BI01335A	SERVICIO DE GESTIÓN TRIBUTARIA	SERVINFORM, S.A.
09/09/16	20255.4	Modificacion Proy.Ejecucion PARQUE BOMBEROS Nº 4, en Casetas	SERVICIO DE PROYECTOS DE ARQUITECTURA	IDOM-INGENIERIA-Y-CONSULTOR-SA
22/09/16	20247.43	Red Tetra Septiembre 2016 Factura Electrónica: 0/160997	SERVICIO DE REDES Y SISTEMAS	TELTRONIC-SA
20/05/16	20246.94	CNº DEL ZORONGO.	SERVICIO DE CONSERVACION DE INFRAESTRUCTURAS	ARIDOS-Y-EXC-CARMELO-LOBERA-SL
21/11/16	20199.59	Contrato Menor suministro servidores entorno virtualizacion servidores Web  Factura Electrónica: 1600000494	SERVICIO DE REDES Y SISTEMAS	DATEK-SISTEMAS-SL
12/08/16	20167.94	SERVICIOS RELACIONADOS CON LA FACTURA DEL AGUA. Factura Electrónica: 1.602.777	SERVICIO DE GESTIÓN TRIBUTARIA	EMFASIS BILLING MARKETING SERVICES S.L
12/08/16	20122.82	Exceso de copias año 2015 Factura Electrónica: 300736114	SERVICIO DE REDES Y SISTEMAS	CANON-ESPAÑA-SA
09/11/16	20100.29	SERVICIOS RELACIONADOS CON LA FACTURA DEL AGUA. Factura Electrónica: 1609BI00116A	SERVICIO DE GESTIÓN TRIBUTARIA	SERVINFORM, S.A.
16/11/16	20086	ASISTENCIA TECNICA DE CREACION DE UN PORTAL DE OFICIALES DE MANTENIMIENTO EN EL SIARQ (SISTEMA INTEGRAL DE ARQUITECTURA) DEL AYUNTAMIENTO DE ZARAGOZA	DIRECCIÓN DE ARQUITECTURA	SOFTWARE-GRUPO-V-SL
20/01/17	19999.99	CENTRO DOCUMENTACION DEL AGUA COORDINACION Y PERSONAL OCTUBRE 2016	DIRECCIÓN DE LA AGENCIA DE MEDIO AMBIENTEY SOSTENIBILIDAD	MT-SERVICIOS-EDUCATIVOS-SL
05/10/16	19999.99	GESTION Y EXPLOTACION DEL CENTRO DE DOCUMENTACION AGUA DE 1 A 30 DE JUNIO	DIRECCIÓN DE LA AGENCIA DE MEDIO AMBIENTEY SOSTENIBILIDAD	MT-SERVICIOS-EDUCATIVOS-SL
13/07/16	19999.99	GESTION Y EXPLOTACION DEL CENTRO DE DOCUMENTACION AGUA DE 1 A 30 DE ABRIL.	DIRECCIÓN DE LA AGENCIA DE MEDIO AMBIENTEY SOSTENIBILIDAD	MT-SERVICIOS-EDUCATIVOS-SL
13/07/16	19999.99	GESTION Y EXPLOTACION DEL CENTRO DE DOCUMENTACION AGUA DE 1 A 31 DE MAYO.	DIRECCIÓN DE LA AGENCIA DE MEDIO AMBIENTEY SOSTENIBILIDAD	MT-SERVICIOS-EDUCATIVOS-SL
19/05/16	19999.99	GESTION Y EXPLOTACION	DIRECCIÓN DE LA AGENCIA DE MEDIO AMBIENTEY SOSTENIBILIDAD	MT-SERVICIOS-EDUCATIVOS-SL
19/05/16	19999.99	GESTION Y EXPLOTACION	DIRECCIÓN DE LA AGENCIA DE MEDIO AMBIENTEY SOSTENIBILIDAD	MT-SERVICIOS-EDUCATIVOS-SL
10/06/16	19999.99	GESTION Y EXPLOTACION. PERIODO EXPLOTACION SERVICIO DEL 1 AL 31 DE MARZO DE 2016	DIRECCIÓN DE LA AGENCIA DE MEDIO AMBIENTEY SOSTENIBILIDAD	MT-SERVICIOS-EDUCATIVOS-SL
06/04/17	19999.99	GESTION Y EXPLOTACION	DIRECCIÓN DE LA AGENCIA DE MEDIO AMBIENTEY SOSTENIBILIDAD	MT-SERVICIOS-EDUCATIVOS-SL
20/01/17	19999.99	CENTRO DOCUMENTACION DEL AGUA COORDINACION Y PERSONAL NOVIEMBRE 2016	DIRECCIÓN DE LA AGENCIA DE MEDIO AMBIENTEY SOSTENIBILIDAD	MT-SERVICIOS-EDUCATIVOS-SL
05/10/16	19999.98	CENTRO DOCUMENTACION DEL AGUA COORDINACION Y PERSONAL JULIO 2016	DIRECCIÓN DE LA AGENCIA DE MEDIO AMBIENTEY SOSTENIBILIDAD	MT-SERVICIOS-EDUCATIVOS-SL
23/12/16	19999.98	CENTRO DOCUMENTACION DEL AGUA COORDINACION Y PERSONAL SEPTIEMBRE 2016	DIRECCIÓN DE LA AGENCIA DE MEDIO AMBIENTEY SOSTENIBILIDAD	MT-SERVICIOS-EDUCATIVOS-SL
18/10/16	19999.98	CENTRO DOCUMENTACION DEL AGUA COORDINACION Y PERSONAL AGOSTO 2016	DIRECCIÓN DE LA AGENCIA DE MEDIO AMBIENTEY SOSTENIBILIDAD	MT-SERVICIOS-EDUCATIVOS-SL
17/11/16	19923.64	SUMINISTRO PISTOLAS GLOCK 19  3ª GEN.	POLICIA LOCAL	ARMERIA MARCOS, S.C.
22/04/16	19909.13	SUMINISTROS DE ELECTRICIDAD	EQUIPAMIENTOS INSTALACIONES	GAS-NATURAL-COMERCIALIZADORA-SA
21/04/16	19906.22	SEGURO ACCIDENTES AÑO 2016	SERVICIO DE RELACIONES LABORALES	VIDACAIXA S A SEGUROS Y REASEGUROS
11/01/17	19844	CAPTADOR SECUENCIAL DE PARTICULAS CON CABEZAL PARA MEDIDA PM 10	DIRECCIÓN DE LA AGENCIA DE MEDIO AMBIENTEY SOSTENIBILIDAD	SISTEMAS-TECNOLOGICOS-AVANZADOS-
11/01/17	19832.15	CERTIFICACION Nº 1 DE LOS TRABAJOS DE URBANIZACION PARCIAL DE PARCELA BOMBEROS EN POLIGONO EMPRESARIUM	SERVICIO TÉCNICO DE INFRAESTRUCTURAS	ARIDOS-Y-EXC-CARMELO-LOBERA-SL
01/03/16	19789.4	CERTIFICACIÓN ORDINARIA Nº 1 OBRA: CONSTRUCCION COLUMBARIOS URGENTES 2015 EN CEMENTERIO DE TORRERO	SERVICIO DE PROYECTOS DE ARQUITECTURA	INGEN-Y-OBRAS-ARAG-DEL-EBRO-SL
08/11/16	19782.33	RO CTL VOLTERETA UNIVERSIDAD AGOSTO	CMSS UNIVERSIDAD-CASABLANCA	PRIDES- COOPERATIVA
10/05/16	19782.1	Certif. 25 - Sulfato de Alúmina del 1 al 12 de marzo de 2016 Planta Potabilizadora	CICLO INTEGRAL DEL AGUA	CAMPI Y JOVE S.A
13/06/16	19768.55	ADJ.CTL EL DADO Y LUD.LA HORMIGA AZUL ABRIL	CMSS SAN JOSÉ	PRIDES- COOPERATIVA
18/01/17	19723	REPARACIÓN Y SUSTITUCIÓN DE ELEMENTOS EN GALACHO JUSLIBOL RIADA 2015	DIRECCIÓN DE LA AGENCIA DE MEDIO AMBIENTEY SOSTENIBILIDAD	COLECTIVO-DE-EDUCACION-AMBIENTAL
04/07/16	19703.35	ADJ.CTL EL DADO Y LA HORMIGA AZUL MAYO	CMSS SAN JOSÉ	PRIDES- COOPERATIVA
05/05/16	19701.35	CERT. Nº 63 - MARZO 2016. SERVICIOS PARA AMPLIAR LA GESTION CENTRALIZADA DEL CENTRO DE CONTROL DE TRAFICO	SERVICIO DE MOVILIDAD URBANA	IA-SOFT-ARAGON-SL-CERMA
12/01/17	19567.02	DESARROLLO DEL SISTEMA DE GESTION DE SUBASTAS DE FORMA ELECTRONICA	UNIDAD GESTIÓN WEB MUNICIPAL	GEOSPATIUMLAB-SL
10/06/16	19534.6	OBRAS REALIZADAS EN SOLAR SITO EN C/PRIVILEGIO DE LA UNION CON SANTA ROSA DE REFERENCIA CATASTRAL 73324-15	SER.INSPECCIÓN URBANÍSTICA	ARASFALTO ARIDOS-HORMIGONES-ASFALTOS
11/07/16	19500	ESTUDIO SOBRE ORGANIZACIÓN SOCIAL CUIDADOS EN ZARAGOZA. (C.M.68944)	SERVICIO DE IGUALDAD	GRUPO TANGENTE, SDAD.COOP. MADRILEÑA
06/05/16	19482.54	SUMINISTRO ELECTRICIDAD 2015	EQUIPAMIENTOS INSTALACIONES	GAS-NATURAL-COMERCIALIZADORA-SA
22/08/16	19477.85	SERVICIOS DE MANTENIMIENTO EN TEMPORADA DE VERANO - MAYO 2016	SERVICIO DE INSTALACIONES DEPORTIVAS	FERROVIAL-SERVICIOS-SA
30/08/16	19412.02	ADJ.CTL EL DADO Y LUD.LA HORM.AZUL JUNIO	CMSS SAN JOSÉ	PRIDES- COOPERATIVA
22/08/16	19408.46	MANTENIMIENTO AUTOESCALERAS ITURRI, S.A.	SERVICIO CONTRA INCENDIOS, DE SALVAMENTO Y PROTECCIÓN CIVIL	ITURRI-SA
31/08/16	19365	CONTRATO MENOR SERVICIO Y ASISTENCIA TCA. PARA EL DISEÑO, REDACCION DE PROYECTO DE EJECUCIÓN, SUMINISTRO Y LEGALIZACIÓN DE PLATAFORMA ELEVADORA	SER. ATENCIÓN AL CIUDADANO Y CEMENTERIO	TUINGESA S.L.
20/01/17	19360	PROPUESTA DE PLAN DIRECTOR DE LA INFRAESTRUCTURA VERDE DE ZARAGOZA  PROGRAMA LIFE 12 ENV/ES/000567 - ACCION B1	DIRECCIÓN DE LA AGENCIA DE MEDIO AMBIENTEY SOSTENIBILIDAD	JAIME DIAZ MORLAN
01/02/17	19360	ESTUDIO DIAGNOSTICO COLABORATIVO SOBRE LA PARTICIPACION CIUDADANA EN EL MUNICIPIO DEZARAGOZA	UNIDAD GESTIÓN WEB MUNICIPAL	FACTORIA DE SOLUCIONES S.L.
20/05/16	19340.5	EXPEDIENTE 0286226/14: SERVICIO DE APOYO PARA EL MANTENIMIENTO Y EVOLUCION DE IDEZAR EN LA SEDE ELECTRONICA	UNIDAD GESTIÓN WEB MUNICIPAL	GEOSPATIUMLAB-SL
14/11/16	19329.44	OBRAS DE HUNDIMIENTO MURO MEDIANERO CONTAMINA	SER.INSPECCIÓN URBANÍSTICA	CONSTRUCC-EXCAV-LECHA-SL
18/01/17	19249.14	Trabajos realizados previos contrato Factura Electrónica: 16667984	SERVICIO DE REDES Y SISTEMAS	INDRA-SISTEMAS-SA
21/04/16	19245.47	EJECUCION PROYECTO EDUCATIVO CMTL Y LUDOTECA CAPUZON-MARZO 2016	CMSS TORRERO	TRAZGO-SERVICIOS-SOCIALES-SL
30/12/16	19185.76	PRESTACION DEL SERVICIO C.M.T.L. BARBOL OCTUBRE 2016	CMSS ACTUR	ASOC-OS-MESACHES-DE-ZARAGOZA
30/01/17	19185.11	ADJ.CTL EL DADO Y LUD.LA HORMIGA AZUL DICIEMBRE	CMSS SAN JOSÉ	PRIDES- COOPERATIVA
29/07/16	19166.4	Ensayos técnicos y diagnostico del estado actual de la estructura de la Romareda	DIRECCIÓN DE ARQUITECTURA	IGEO 2 S.L.
07/06/16	19098.77	RO CTL VOLTERETA UNIVERSIDAD FEBRERO	CMSS UNIVERSIDAD-CASABLANCA	PRIDES- COOPERATIVA
08/11/16	19061.42	SUMINISTRO DE MATERIAL PARA LA RED DE AGUAS	SERVICIO DE CONSERVACION DE INFRAESTRUCTURAS	BAUTISTA-FIBROCEMENT-FUNDID-SA
23/03/16	18965.13	DESARROLLO DEL SERVICIO C.M.T.L. BARBOL FEBRERO 2016	CMSS ACTUR	ASOC-OS-MESACHES-DE-ZARAGOZA
28/06/16	18912	IMPARTICIÓN CURSOS FORMACIÓN CASA DE LA MUJER. LOTE 6. EXPTE.: 0424680/15	SERVICIO DE IGUALDAD	IFES
12/01/17	18879.07	EJECUCION PROYECTO EDUCATIVO CMTL Y LUDOTECA CAPUZON-OCTUBRE 2016	CMSS TORRERO	TRAZGO-SERVICIOS-SOCIALES-SL
07/04/16	18857.63	CTL EL DADO /LUD.HORMIGA AZUL FEBRERO	CMSS SAN JOSÉ	PRIDES- COOPERATIVA
19/04/17	18844.06	DEMOLICION EDIFICIO CALLE NAVAS DE TOLOSA Nº 38 DE ZARAGOZA	SER.INSPECCIÓN URBANÍSTICA	DERRIBOS-SALVADOR-SL
05/10/16	18843.28	RO CTL VOLTERETA JUNIO	CMSS UNIVERSIDAD-CASABLANCA	PRIDES- COOPERATIVA
04/11/16	18791.44	EJECUCION PROYECTO EDUCATIVO CMTL Y LUDOTECA CAPUZON-SEPTIEMBRE 2016	CMSS TORRERO	TRAZGO-SERVICIOS-SOCIALES-SL
11/01/17	18735.24	ADECUACION Y ESPACIO PARA USO PUBLICO /LUGO, 128 DE ZARAGOZA	SER.INSPECCIÓN URBANÍSTICA	CESAR AUGUSTA 2020 S.L.
07/06/16	18734.38	RO CTL VOLTERETA MARZO	CMSS UNIVERSIDAD-CASABLANCA	PRIDES- COOPERATIVA
06/05/16	18678.31	SERV. ANIMACIÓN Y GESTIÓN CASA DE JUVENTUD Y PIEE LOTE 8 DELICIAS. MARZO 2016	SERVICIO DE JUVENTUD	SERVISAR-SERVICIOS-SOCIALES-SL
29/12/16	18582.66	SERVICIO DE INFORMACIÓN TELEFÓNICA 010, MES DE NOVIEMBRE DE 2016.	SERVICIO DE MODERNIZACION Y DESARROLLO ORGANIZATIVO	PYRENALIA-NET-CENTER-SL
23/06/16	18522.26	SERV. ANIMACIÓN Y GESTIÓN  LOTE 8 CASA DE JUVENTUD Y PIEE  DELICIAS. MAYO 2016	SERVICIO DE JUVENTUD	SERVISAR-SERVICIOS-SOCIALES-SL
31/01/17	18513	CONTRATO GESTION DE PLAGAS DEL AYUNTAMIENTO DE ZARAGOZA. EXPTE. 91030/16	INSTITUTO MUNICIPAL DE SALUD PÚBLICA	SOFTWARE-GRUPO-V-SL
10/03/16	18498.46	ADJ.CTL EL DADO /LUD. HORMIGA AZUL ENERO	CMSS SAN JOSÉ	PRIDES- COOPERATIVA
21/11/16	18425.12	Serv. hosting sistemas (julio) mto. adapt. sistemas, servicio CAU, gestor proyec, sumistro tarj.	SERVICIO DE CIUDAD INTELIGENTE	ZITYCARD HIBERUS UTE
08/03/17	18411.75	SERV. ANIMACIÓN Y GESTIÓN CASA DE JUVENTUD Y PIEE LOTE 5 ACTUR . NOVIEMBRE.-16	SERVICIO DE JUVENTUD	PRIDES- COOPERATIVA
11/01/17	18392	IMPLANTACION, DESARROLLO Y AMPLIACION DE FUNCIONALIDADES DE LA RED ZAC DE ZARAGOZA ACTIVA	ZARAGOZA ACTIVA	GEOSPATIUMLAB-SL
19/12/16	18380.29	EJECUCION DEL PROGRAMA DEL CENTRO DE TIEMPO LIBRE SAN PABLO, MES DE SEPTIEMBRE	CMSS SAN PABLO	FUNDACION-FEDERICO-OZANAM
04/05/16	18372.75	SERV. ANIMACIÓN Y GESTIÓN CASA DE JUVENTUD Y PIEE LOTE 5 ACTUR . MARZO-16	SERVICIO DE JUVENTUD	PRIDES- COOPERATIVA
22/03/16	18333.49	EJECUCION PROYECTO EDUCATIVO CMTL Y LUDOTECA CAPUZON-ENERO 2016	CMSS TORRERO	TRAZGO-SERVICIOS-SOCIALES-SL
09/06/16	18298.83	Suministro Servidores HP_Factura Electrónica: 1600000218	SERVICIO DE REDES Y SISTEMAS	DATEK-SISTEMAS-SL
30/12/16	18220	SERVICIOS DE LIMPIEZA EN DIVERSOS CC.DD.MM. - 1 AL 14 DE DICIEMBRE	SERVICIO DE INSTALACIONES DEPORTIVAS	EULEN-SA
13/06/16	18194.49	CERT. Nº 1/2016 MANTENIMIENTO Y REPARACION BARANDILLAS.	SERVICIO DE CONSERVACION DE INFRAESTRUCTURAS	API-MOVILIDAD-SA
02/12/16	18187.86	Sº Agencia de Intermediación- septiembre 2016 nº  23160/16	DIRECCIÓN DE COMUNICACIÓN Y PRENSA	MEDIA-PLANNING-GROUP-SA
05/07/16	18169.38	CERT. Nº 65 - MAYO 2016.  SERVICIOS`PARA AMPLIAR LA GESTION CENTRALIZADA DEL CENTRO DE CONTROL DE TRAFICO.	SERVICIO DE MOVILIDAD URBANA	IA-SOFT-ARAGON-SL-CERMA
31/05/16	18155.38	SERVICIOS DE GESTION ANIMACION CASA JUVENTUD E IES DELICIAS (LOTE 8) ABRIL 2016	SERVICIO DE JUVENTUD	SERVISAR-SERVICIOS-SOCIALES-SL
17/01/17	18150	Asistencia técnica para la verificación de controles Fondo de Cohesión. Factura Electrónica: 0385	SERVICIO ADMINISTRATIVO DE ECONOMIA	IDOM-INGENIERIA-Y-CONSULTOR-SA
30/12/16	18146.37	CAMBIADORES P/BEBES EQUIPAMIENTOS PÚBLICOS CONTRATO MENOR.Factura Electrónica	SERVICIO DE TALLERES Y BRIGADAS DE ARQUITECTURA	EUROPEA DE SERVICIOS E HIGIENE, S.A.
16/08/16	18137.79	EJECUCION PROYECTO EDUCATIVO CMTL Y LUDOTECA CAPUZON-JUNIO 2016	CMSS TORRERO	TRAZGO-SERVICIOS-SOCIALES-SL
11/01/17	18137.34	CONTRATO MENOR VESTUARIO BOMBEROS	SECCION DE APOYO OPERATIVO	EL-CORTE-INGLES-SA
14/06/16	18126.04	Sº de Intermediación- mayo 2016- nº 12117/16	DIRECCIÓN DE COMUNICACIÓN Y PRENSA	MEDIA-PLANNING-GROUP-SA
23/06/16	18105.63	SERV. ANIMACIÓN Y GESTIÓN CASA DE JUVENTUD Y PIEE LOTE 5 ACTUR . MAYO-16	SERVICIO DE JUVENTUD	PRIDES- COOPERATIVA
23/11/16	18033.99	Ajuste de Copias Tercer trimestre 2016 Factura Electrónica: 401012652	SERVICIO DE REDES Y SISTEMAS	CANON-ESPAÑA-SA
05/10/16	18001.59	Convenio fijo postpago ayto del 01/04 al 15/06	SERVICIO DE CIUDAD INTELIGENTE	ZEUMAT ZITYCARD SL
23/01/17	18000.65	CONTRATO DE LAVANDERIA	CASA DE AMPARO	MANIPULADOS-MONTEVEDADO-SL
20/01/17	17950.23	Retirada Suelo de Caucho	SERVICIO DE PARQUES Y JARDINES	INDUSTRIAS AGAPITO
22/03/16	17931	CONTRATO MENOR CERTIFICACIÓN PLATAFORMA PORTAFERETROS/TRABAJADORES BRIGADA CEMENTERIO 2015	SER. ATENCIÓN AL CIUDADANO Y CEMENTERIO	TUINGESA S.L.
18/01/17	17926.72	CERTIFICACION NUMERO 1 OBRA: 14-048  ELR PARQUE TRACCION IPFBI-P1-REM 243	SERVICIO DE PROYECTOS DE ARQUITECTURA	CONST-MARIANO-LOPEZ-NAVARRO-SA
01/03/17	17911.79	SERVICIO DEL CENTRO MUNICIPAL DE PROTECCION ANIMAL DEL AYUNTAMIENTO DE ZARAGOZA	OFICINA DE PROTECCIÓN ANIMAL	SERGIO ESTEBAN ROMERA SANZ
20/12/16	17911.79	SERVICIO  NOVIEMBRE-2016 DEL CENTRO MUNICIPAL DE PROTECCION ANIMAL DEL AYUNTAMIENTO DE ZARAGO	OFICINA DE PROTECCIÓN ANIMAL	SERGIO ESTEBAN ROMERA SANZ
08/11/16	17911.79	SERVICIO DEL CENTRO MUNICIPAL DE PROTECCION ANIMAL DEL AYUNTAMIENTO DE ZARAGOZA	OFICINA DE PROTECCIÓN ANIMAL	SERGIO ESTEBAN ROMERA SANZ
08/11/16	17911.79	SERVICIO DEL CENTRO MUNICIPAL DE PROTECCION ANIMAL DEL AYUNTAMIENTO DE ZARAGOZA	OFICINA DE PROTECCIÓN ANIMAL	SERGIO ESTEBAN ROMERA SANZ
22/11/16	17911.79	SERVICIO DEL CENTRO MUNICIPAL DE PROTECCION ANIMAL DEL AYUNTAMIENTO DE ZARAGOZA	OFICINA DE PROTECCIÓN ANIMAL	SERGIO ESTEBAN ROMERA SANZ
29/07/16	17911.79	SERVICIO DEL CENTRO MUNICIPAL DE PROTECCION ANIMAL DEL AYUNTAMIENTO DE ZARAGOZA	OFICINA DE PROTECCIÓN ANIMAL	UTE SERGIO ESTEBAN MARIA-PILAR POZUELO
19/05/16	17911.79	SERVICIO DEL CENTRO MUNICIPAL DE PROTECCION ANIMAL DEL AYUNTAMIENTO DE ZARAGOZA	OFICINA DE PROTECCIÓN ANIMAL	UTE SERGIO ESTEBAN MARIA-PILAR POZUELO
24/06/16	17911.79	Servicio mes de Mayo de 2016	OFICINA DE PROTECCIÓN ANIMAL	UTE SERGIO ESTEBAN MARIA-PILAR POZUELO
31/03/16	17911.79	SERVICIO DEL CENTRO MUNICIPAL DE PROTECCION ANIMAL DEL AYUNTAMIENTO DE ZARAGOZA	OFICINA DE PROTECCIÓN ANIMAL	UTE SERGIO ESTEBAN MARIA-PILAR POZUELO
15/04/16	17911.79	SERVICIO DEL CENTRO MUNICIPAL DE PROTECCION ANIMAL DEL AYUNTAMIENTO DE ZARAGOZA	OFICINA DE PROTECCIÓN ANIMAL	UTE SERGIO ESTEBAN MARIA-PILAR POZUELO
21/04/16	17911.79	SERVICIO DEL CENTRO MUNICIPAL DE PROTECCION ANIMAL DEL AYUNTAMIENTO DE ZARAGOZA	OFICINA DE PROTECCIÓN ANIMAL	UTE SERGIO ESTEBAN MARIA-PILAR POZUELO
27/12/16	17883.8	EFICIENCIA ENERGETICA. BATERIAS DE CONDENSADORES EN VARIOS EQUIPAMIENTOS 2016.	EQUIPAMIENTOS INSTALACIONES	ENRIQUE-COCA-SA
11/01/17	17859.6	INVENTARIO EMISIONES 2015 DE LA CIUDAD DE ZARAGOZA EN CUATRO SECTORES DE ACTIVIDAD	DIRECCIÓN DE LA AGENCIA DE MEDIO AMBIENTEY SOSTENIBILIDAD	FUNDACION-CIRCE-CENTRO-DE-INVEST
04/04/16	17791.5	2016  SUMINISTROS JUEGOS MESA PARA CC.MAYORES	OFICINA TECNICA DEL MAYOR	ALMACENES-VILLACAMPA-SA
26/08/16	17776.74	CENTRO DE TIEMPO LIBRE ZARDACHO-OLIVER. DESARROLLO DE ACTIVIDAD ME DE JULIO. FACTURA EXENTA DE I.V.A. ART. 20 UNO. 8º DE LA LEY 37/1992.	CMSS OLIVER-VALDEFIERRO-MIRALBUENO	ADUNARE-FUNDACION-SC
04/08/16	17743.14	Sº de Intermediación- junio 2016/ Factura nº 15199/16	DIRECCIÓN DE COMUNICACIÓN Y PRENSA	MEDIA-PLANNING-GROUP-SA
13/07/16	17726.31	RO CTL VOLTERETA ABRIL	CMSS UNIVERSIDAD-CASABLANCA	PRIDES- COOPERATIVA
26/04/16	17678.38	CERT. Nº 1-2016 . (DICIEMBRE 2015) ZONA III. CONSERVACIÓN DEL VIARIO PUBLICO.	SERVICIO DE CONSERVACION DE INFRAESTRUCTURAS	CONSTRUCC-IBERCO-SA
27/05/16	17614.74	Sº de Intermediación- marzo 2016 nº 6551/16	DIRECCIÓN DE COMUNICACIÓN Y PRENSA	MEDIA-PLANNING-GROUP-SA
27/12/16	17593.4	Renovacion Licencias Software Backup Commvault Simpana Factura Electrónica: V-FRH-116.01764	SERVICIO DE REDES Y SISTEMAS	SISTEMAS INFORMÁTICOS ABIERTOS S.A. .
12/08/16	17586.78	RO CTL VOLTERETA UNIVERSIDAD MAYO	CMSS UNIVERSIDAD-CASABLANCA	PRIDES- COOPERATIVA
23/01/17	17582.01	ACONDICIONAMIENTO TERRENO CON USO DEPORTIVO EN CALLE AGUSTIN PRINCIPE	SER.INSPECCIÓN URBANÍSTICA	CONSOLIDA-OLIVER-SL
02/02/17	17547.27	MINUTAS HONORARIOS DEFENSA D JOSE OBIS LONGARON JUICIO DE FALTAS 504/2013 JUZGADO INSTRUCCION  9	SERVICIO DE TRAMITACIÓN DE ASUNTOS JUDICIALES	VIRGINIA MAR LAGUNA MARIN-YASELI
30/12/16	17484.61	RO CTL VENDAVAL ARRABAL SEPTIEMBRE	CMSS ARRABAL	PRIDES- COOPERATIVA
05/10/16	17481.45	SERV. ANIMACIÓN Y GESTIÓN  LOTE 8 CASA DE JUVENTUD Y PIEE  DELICIAS. JUNIO 2016	SERVICIO DE JUVENTUD	SERVISAR-SERVICIOS-SOCIALES-SL
11/01/17	17424	Contrato Menor Suministro Componentes para la Libreria SL 150 Factura Electrónica: V-FRH-116.01933	SERVICIO DE REDES Y SISTEMAS	SISTEMAS INFORMÁTICOS ABIERTOS S.A. .
20/01/17	17404.64	REALIZACIÓN DEL CONCEPTO Y DISEÑO EXPOSITIVO. LOS CONTENIDOS, DISEÑO GRÁFICO IMPRESIÓN Y SOPORTES EXPOSITIVOS DE UNA EXPOSICIÓN PARA EL CENTRO DE INTERPRETACIÓN DE LA HUERTA DE ZARAGOZA LIFE 12 ENV/ES/000919	DIRECCIÓN DE LA AGENCIA DE MEDIO AMBIENTEY SOSTENIBILIDAD	COLECTIVO-DE-EDUCACION-AMBIENTAL
21/04/16	17395.48	RO CTL VOLTERETA UNIVERSIDAD ENERO	CMSS UNIVERSIDAD-CASABLANCA	PRIDES- COOPERATIVA
04/11/16	17343.27	SERVICIOS DE LIMPIEZA EN DIVERSOS CC.DD.MM. - JULIO 2016	SERVICIO DE INSTALACIONES DEPORTIVAS	EULEN-SA
10/03/16	17331.06	PRESTACION DEL SERVICIO C.M.T.L. BARBOL ENERO 2016	CMSS ACTUR	ASOC-OS-MESACHES-DE-ZARAGOZA
30/12/16	17264.28	CERTIFICACION 1-FINAL INSTALACION ASCENSOR EN CENTRO DE FORMACIÓN SALVADOR ALLENDE	SERVICIO DE PROYECTOS DE ARQUITECTURA	THYSSENKRUPP-ELEVADORES-SL
08/11/16	17256.17	RO CTL TELARAÑA AGOSTO	CMSS ARRABAL	PRIDES- COOPERATIVA
